线路编号,线路名称,车辆ID,行驶区间,乘客数,行程距离(m),行程时间(s),车辆停车次数,车辆停车时间(s),车辆区间停车时间(s),车辆站点停靠时间(s),站点编号,上客数,下客数,乘客站点平均侯车时间(s),乘客总候车时间(s),乘客总停车时间(s),乘客区间总停车时间(s),乘客区间平均停车时间(s),乘客站点总停车时间(s),乘客站点平均停车时间(s)
4312,12路,500005,4237->4242,9,313.26,59.60,0,6.00,0.00,6.00,4242,0,1,0.00,0.00,48.00,0.00,0.00,48.00,6.00
4312,12路,500005,4242->,8,462.14,105.40,1,28.60,28.60,0.00, ,0,0,0.00,0.00,228.80,228.80,28.60,0.00,0.00
4312,12路,500006,->4237,10,91.53,27.90,0,6.00,0.00,6.00,4237,0,1,0.00,0.00,54.00,0.00,0.00,54.00,6.00
4312,12路,500006,4237->4242,9,313.26,59.50,0,6.00,0.00,6.00,4242,0,1,0.00,0.00,48.00,0.00,0.00,48.00,6.00
4312,12路,500006,4242->,8,461.83,101.10,1,24.80,24.80,0.00, ,0,0,0.00,0.00,198.40,198.40,24.80,0.00,0.00
4312,12路,500007,->4237,10,91.60,27.90,0,6.00,0.00,6.00,4237,0,1,0.00,0.00,54.00,0.00,0.00,54.00,6.00
4312,12路,500007,4237->4242,9,313.67,59.60,0,6.00,0.00,6.00,4242,0,1,0.00,0.00,48.00,0.00,0.00,48.00,6.00
4312,12路,500007,4242->,8,461.70,98.70,1,22.60,22.60,0.00, ,0,0,0.00,0.00,180.80,180.80,22.60,0.00,0.00
4312,12路,500008,->4237,10,91.73,27.90,0,6.00,0.00,6.00,4237,0,1,0.00,0.00,54.00,0.00,0.00,54.00,6.00
4312,12路,500008,4237->4242,9,313.26,59.50,0,6.00,0.00,6.00,4242,0,1,0.00,0.00,48.00,0.00,0.00,48.00,6.00
4312,12路,500008,4242->,8,462.15,91.60,1,15.10,15.10,0.00, ,0,0,0.00,0.00,120.80,120.80,15.10,0.00,0.00
4312,12路,500009,->4237,10,91.33,27.90,0,6.00,0.00,6.00,4237,0,1,0.00,0.00,54.00,0.00,0.00,54.00,6.00
4312,12路,500009,4237->4242,9,312.95,59.90,0,6.00,0.00,6.00,4242,0,1,0.00,0.00,48.00,0.00,0.00,48.00,6.00
4312,12路,500009,4242->,8,461.78,83.40,1,8.60,8.60,0.00, ,0,0,0.00,0.00,68.80,68.80,8.60,0.00,0.00
4312,12路,500010,->4237,10,91.22,27.90,0,6.00,0.00,6.00,4237,0,1,0.00,0.00,54.00,0.00,0.00,54.00,6.00
4312,12路,500010,4237->4242,9,313.66,63.70,0,6.00,0.00,6.00,4242,0,1,0.00,0.00,48.00,0.00,0.00,48.00,6.00
4312,12路,500010,4242->,8,461.77,75.60,1,0.70,0.70,0.00, ,0,0,0.00,0.00,5.60,5.60,0.70,0.00,0.00
4312,12路,500011,->4237,10,91.63,27.90,0,6.00,0.00,6.00,4237,0,1,0.00,0.00,54.00,0.00,0.00,54.00,6.00
4312,12路,500011,4237->4242,9,313.26,68.60,1,7.50,1.50,6.00,4242,0,1,0.00,0.00,61.50,13.50,1.50,48.00,6.00
4312,12路,500011,4242->,8,461.49,70.10,0,0.00,0.00,0.00, ,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
4312,12路,500012,->4237,10,91.51,27.90,0,6.00,0.00,6.00,4237,0,1,0.00,0.00,54.00,0.00,0.00,54.00,6.00
4312,12路,500012,4237->4242,9,313.26,73.70,1,12.60,6.60,6.00,4242,0,1,0.00,0.00,107.40,59.40,6.60,48.00,6.00
4312,12路,500012,4242->,8,461.55,67.40,0,0.00,0.00,0.00, ,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
4312,12路,500013,->4237,10,91.62,27.90,0,6.00,0.00,6.00,4237,0,1,0.00,0.00,54.00,0.00,0.00,54.00,6.00
4312,12路,500013,4237->4242,9,313.26,78.70,1,17.60,11.60,6.00,4242,0,1,0.00,0.00,152.40,104.40,11.60,48.00,6.00
4312,12路,500013,4242->,8,461.72,67.30,0,0.00,0.00,0.00, ,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
4312,12路,500014,->4237,10,91.36,27.90,0,6.00,0.00,6.00,4237,0,1,0.00,0.00,54.00,0.00,0.00,54.00,6.00
4312,12路,500014,4237->4242,9,313.66,83.70,1,22.50,16.50,6.00,4242,0,1,0.00,0.00,196.50,148.50,16.50,48.00,6.00
4312,12路,500014,4242->,8,461.89,67.30,0,0.00,0.00,0.00, ,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
4312,12路,500015,->4237,10,91.47,27.90,0,6.00,0.00,6.00,4237,0,1,0.00,0.00,54.00,0.00,0.00,54.00,6.00
4312,12路,500015,4237->4242,9,313.66,88.70,1,27.60,21.60,6.00,4242,0,1,0.00,0.00,242.40,194.40,21.60,48.00,6.00
4312,12路,500015,4242->,8,98.58,124.30,0,0.00,0.00,0.00, ,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
4312,12路,500016,->4237,10,91.63,27.90,0,6.00,0.00,6.00,4237,0,1,0.00,0.00,54.00,0.00,0.00,54.00,6.00
4312,12路,500016,4237->,9,195.64,63.00,0,0.00,0.00,0.00,4242,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
