线路编号,线路名称,车辆ID,行驶区间,乘客数,行程距离(m),行程时间(s),车辆停车次数,车辆停车时间(s),车辆区间停车时间(s),车辆站点停靠时间(s),站点编号,上客数,下客数,乘客站点平均侯车时间(s),乘客总候车时间(s),乘客总停车时间(s),乘客区间总停车时间(s),乘客区间平均停车时间(s),乘客站点总停车时间(s),乘客站点平均停车时间(s)
4322,8路,700009,4240->4238,12,251.59,114.70,1,62.70,49.70,13.00,4238,4,2,117.40,469.60,726.40,596.40,49.70,130.00,13.00
4322,8路,700009,4238->,14,789.80,114.50,0,0.00,0.00,0.00, ,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
4322,8路,700010,->4240,10,97.46,33.70,0,11.00,0.00,11.00,4240,3,1,92.70,278.10,99.00,0.00,0.00,99.00,11.00
4322,8路,700010,4240->4238,12,251.27,85.70,1,33.70,24.70,9.00,4238,2,2,88.40,176.80,386.40,296.40,24.70,90.00,9.00
4322,8路,700010,4238->,12,789.80,114.50,0,0.00,0.00,0.00, ,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
4322,8路,700011,->4240,10,97.58,33.70,0,11.00,0.00,11.00,4240,3,1,92.70,278.10,99.00,0.00,0.00,99.00,11.00
4322,8路,700011,4240->4238,12,251.27,62.70,0,11.00,0.00,11.00,4238,3,2,95.40,286.20,110.00,0.00,0.00,110.00,11.00
4322,8路,700011,4238->,13,789.80,114.50,0,0.00,0.00,0.00, ,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
4322,8路,700012,->4240,10,97.35,33.70,0,11.00,0.00,11.00,4240,3,1,92.70,278.10,99.00,0.00,0.00,99.00,11.00
4322,8路,700012,4240->4238,12,251.95,55.60,0,11.00,0.00,11.00,4238,3,2,88.30,264.90,110.00,0.00,0.00,110.00,11.00
4322,8路,700012,4238->,13,789.80,114.50,0,0.00,0.00,0.00, ,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
4322,8路,700013,->4240,10,97.16,33.70,0,11.00,0.00,11.00,4240,3,1,92.70,278.10,99.00,0.00,0.00,99.00,11.00
4322,8路,700013,4240->4238,12,251.59,55.60,0,11.00,0.00,11.00,4238,3,2,88.30,264.90,110.00,0.00,0.00,110.00,11.00
4322,8路,700013,4238->,13,203.39,91.60,0,0.00,0.00,0.00, ,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
